"song_name","song_popularity","Duration_ms","Acousticness","Danceability","Energy","Instrumentalness","Key","Liveness","Loudness","Audio_mode","Speechiness","Tempo","Time_signature","Audio_valence","binomial"
"Human Fly",54,136426,0.0389,0.531,0.849,0.00763,9,0.186,-10.754,1,0.111,119.516,4,0.305,1
"Human Nature",58,246040,0.498,0.628,0.409,0.00595,2,0.29,-14.348,1,0.0306,93.005,4,0.755,1
"Human Touch",50,213750,0.0591,0.658,0.729,2.85e-06,11,0.101,-4.09,0,0.0495,102.898,4,0.563,1
"Humanos a Marte",68,225986,0.112,0.69,0.902,0,NA,0.175,-4.269,0,0.0407,92.988,4,0.786,1
"HUMBLE.",87,177000,0.000282,0.908,0.621,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4,0.421,1
"HUMBLE.",87,177000,0.000282,0.908,0.621,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4,0.421,1
"HUMBLE.",13,177604,0.000339,0.905,NA,2.05e-05,1,0.0897,-7.496,0,0.118,149.996,4,0.422,1
"HUMBLE.",13,177604,0.000339,0.905,0.596,2.05e-05,1,0.0897,-7.496,0,NA,149.996,4,0.422,1
"HUMBLE. - SKRILLEX REMIX",78,156800,0.00778,0.898,0.935,3.63e-05,11,0.217,-2.744,1,0.291,NA,4,0.884,1
"HUMBLE. - SKRILLEX REMIX",78,156800,0.00778,0.898,0.935,3.63e-05,11,0.217,-2.744,1,0.291,150.016,4,0.884,1
"HUMBLE. - SKRILLEX REMIX",78,156800,0.00778,0.898,0.935,3.63e-05,11,0.217,-2.744,1,0.291,150.016,4,0.884,1
"Humbug Mountain Song",64,NA,0.0355,0.593,0.926,0.0582,6,0.311,-5.361,0,0.0319,100.011,4,0.945,1
"Hummingbird",56,192743,0.435,0.959,0.424,0.00049,2,0.107,NA,1,0.0522,108.997,4,0.852,1
"Hung Up",58,220000,0.416,0.443,0.726,0,7,0.369,-3.745,1,0.167,119.824,4,0.37,1
"Hunger Of The Pine",41,298670,0.795,0.36,0.434,0.0317,7,0.0995,-9.51,1,0.0313,93.657,NA,0.0737,1
"Hunger Strike - 25th Anniversary Mix",63,246266,0.0249,0.384,0.733,2.61e-05,7,0.114,-6.522,1,0.0318,137.834,4,0.314,1
"Hungry Heart",68,199453,0.0857,0.641,0.894,0.009,8,0.157,-7.41,1,0.0273,109.823,4,0.972,1
"Hungry Like The Wolf - 2009 Remastered Version",72,NA,0.0433,0.691,0.812,1.16e-06,NA,0.299,-7.772,1,0.0558,127.568,4,0.685,1
"Hungry, So Angry",36,239026,0.365,0.81,0.835,0.00201,4,0.0523,-10.18,1,0.0847,125.67,4,0.948,1
"Hurricane - Arty Remix",66,224520,0.0265,0.448,0.845,4.24e-06,0,0.376,-4.123,1,0.0611,127.978,4,0.458,1
"Hurry On Now feat. TM Juke",1,273884,0.656,0.621,NA,0.000261,1,0.232,-7.194,0,0.0292,83.403,4,0.28,1
"Hurt",11,217942,0.666,0.536,0.4,0.000906,9,0.0841,-7.717,0,0.0263,90.32,4,0.146,1
"Hurt by You",47,186066,0.0354,0.745,0.55,7.83e-06,9,0.189,NA,1,0.0596,91.979,4,0.37,1
"Hurt Like Hell",45,197955,0.00182,0.596,0.802,1.42e-05,2,0.105,-4.794,1,0.0809,NA,4,0.313,1
"Hurt Somebody",17,167813,0.343,0.694,0.476,NA,1,0.119,-6.98,1,0.297,114.939,4,0.549,1
"Hurt You",76,230026,0.3,0.484,0.716,NA,5,0.112,-7.193,0,0.167,184.131,4,0.365,1
"Hurtin' Me - The Remix",60,241024,0.179,0.506,0.822,0,NA,0.31,-3.348,1,NA,203.276,4,0.738,1
"Hurtin' Me - The Remix",24,241024,0.175,0.494,0.829,0,0,0.37,-3.339,1,0.301,203.532,4,0.746,1
"Hurting",50,185084,0.426,0.792,0.649,9.27e-05,11,0.0942,-3.966,0,NA,118.016,4,0.444,1
"Hurts Me To My Heart",5,181253,0.559,0.551,0.44,0,8,0.115,-8.854,1,0.0517,83.682,4,0.867,1
"Hush - 2014 Remastered Version",38,252040,0.0176,0.585,0.676,0.732,NA,0.129,-11.267,1,0.0471,109.309,4,0.474,1
"HUSTLE",41,192339,0.223,0.716,0.831,0,7,0.183,-4.506,0,0.107,159.978,4,0.452,1
"HYFR (Hell Ya Fucking Right)",50,206626,0.123,0.444,0.627,NA,7,0.0795,-8.744,0,0.252,98.21,3,0.359,1
"HYFR (Hell Ya Fucking Right)",50,206626,0.123,0.444,0.627,0,NA,0.0795,-8.744,0,0.252,98.21,NA,0.359,1
"Hymn For The Weekend - Seeb Remix",78,212647,0.00868,0.565,0.849,4.68e-06,0,NA,NA,0,NA,102.034,4,0.427,1
"Hype",55,211656,0.011,0.774,0.992,0,4,0.282,-1.576,0,0.0526,123.997,4,0.601,1
"Hype Ting",46,212302,0.0103,0.521,0.839,0,11,0.3,-4.438,1,0.352,140.315,4,0.797,1
"Hypebeat",54,132187,0.00407,0.664,0.893,0.515,11,0.143,NA,0,0.0391,127.987,4,0.309,1
"Hyperspace",46,196458,0.615,NA,0.528,0,0,0.295,-11.274,0,0.269,140.176,4,0.727,1
"Hypnotize",69,230000,0.176,0.895,0.694,0,9,0.292,-4.384,1,0.275,93.944,4,0.632,1
"Hypnotize",69,230000,0.176,0.895,0.694,0,9,0.292,-4.384,1,0.275,NA,4,0.632,1
"Hypnotize (feat. Pam Long) - 2016 Remastered",50,229906,NA,0.9,0.681,0,9,0.23,-3.758,1,0.274,93.927,4,0.638,1
"I Ain't Living Long Like This",47,286120,0.178,0.622,0.749,0.603,9,0.111,-10.201,1,0.0301,145.018,4,0.78,1
"I Already Know",43,NA,0.00109,0.663,0.736,0.00637,7,0.587,-7.026,0,0.0327,119.972,4,0.625,1
"I Am California",51,313078,0.236,0.455,0.172,0.0013,3,0.102,-10.265,1,0.0307,118.161,3,0.189,1
"I Am Free",63,2e+05,NA,0.784,0.556,0.132,1,0.0517,-7.42,0,0.0415,113.979,4,0.645,1
"I Am Free",63,2e+05,0.00242,0.784,0.556,0.132,1,NA,-7.42,0,0.0415,113.979,4,0.645,1
"I Am Machine",68,200146,1.29e-05,0.402,0.97,2.62e-06,2,0.189,-4.538,0,NA,75.106,4,0.476,1
"I Am Not in Love Anymore",63,278958,0.261,0.541,0.619,1.24e-05,4,NA,-7.247,0,0.0299,87.828,4,0.381,1
"I Am Somebody (feat. Nas)",50,310693,0.0113,0.706,0.889,0,10,0.708,-6.124,0,0.244,140.879,4,0.633,1
"I Am the Best (내가 제일 잘 나가)",6,210733,0.00772,0.821,0.847,0.0032,0,0.0482,-3.721,1,NA,127.986,4,0.712,1
"I Am The Man",52,159073,0.094,0.726,0.654,5.9e-06,11,0.112,-7.283,1,0.205,79.942,4,0.178,1
"I Am Trying to Break Your Heart",1,213720,0.433,0.75,NA,0,4,0.125,-5.184,1,NA,126.525,4,0.911,1
"I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo)",76,200170,0.21,0.722,0.88,0,4,0.324,-3.989,0,0.24,92.024,4,0.79,1
"I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo)",64,200170,0.21,0.722,0.88,0,4,0.324,-3.989,0,0.24,92.024,4,0.79,1
"I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo)",64,200170,0.21,0.722,0.88,0,4,0.324,-3.989,0,0.24,92.024,NA,0.79,1
"I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo)",64,200170,0.21,0.722,0.88,0,4,0.324,-3.989,0,0.24,92.024,4,0.79,1
"I Awoke",17,277120,0.931,0.545,0.144,0.302,1,0.121,-20.47,1,0.0345,128.043,4,0.322,1
"I Believe in a Thing Called Love",62,184000,0.139,0.605,0.596,0.000554,9,NA,-6.65,1,0.029,126.066,4,0.119,1
"I Believe In Love",61,229773,NA,0.504,0.494,1.62e-06,5,0.367,-7.623,0,0.284,69.32,4,NA,1
"I Believe in Us",24,202146,NA,0.555,0.423,0,0,0.112,-6.232,1,0.044,137.044,4,0.257,1
"I Believe In You",50,245573,0.832,0.708,0.215,0.000551,7,NA,-20.267,1,0.0418,117.966,3,0.582,1
"I Bet",57,190278,0.194,NA,0.461,0,5,0.124,-5.652,0,0.208,166.954,4,0.33,1
"I Bet My Life",66,192706,0.335,0.553,0.657,0.000648,1,0.228,NA,1,0.0405,107.889,4,0.555,1
"I Can",59,253720,0.103,0.837,0.885,0,6,0.0666,-3.914,0,0.182,95.313,4,0.694,1
"I Can",41,254600,0.109,0.839,0.893,0,1,0.0545,-3.963,0,0.198,95.314,4,0.699,1
"I Can Change",57,NA,0.00215,0.644,0.73,0.00178,1,0.233,-6.565,1,NA,116.981,4,NA,1
"I Can Help",52,238333,0.511,0.471,0.675,0.019,0,0.232,-9.07,1,0.0513,125.313,4,0.53,1
"I Can Tell By the Way You Dance",36,161493,0.0972,0.755,0.593,0,4,0.13,-11.093,1,0.0295,109.812,4,0.919,1
"I Can’t Hold On",55,203066,0.00305,0.715,0.758,0.107,4,0.345,-4.797,0,0.152,129.048,4,0.385,1
"I Can't Believe She Gives It All To Me - Single Version",27,143373,0.569,0.503,0.208,0.000122,2,0.112,-16.204,1,0.0284,91.758,4,0.387,1
"I Can't Explain - Mono Version",10,125320,0.0382,0.567,0.69,0,9,0.149,-4.918,1,0.0768,139.105,4,0.836,1
"I Can't Help It",60,269333,0.704,NA,0.394,5.76e-06,5,0.178,-19.075,0,0.0908,100.068,4,0.429,1
"I Can't Help It (If I'm Still In Love With You) - Single Version",30,143200,NA,0.671,0.29,0,NA,0.318,-6.781,1,0.0368,115.991,4,0.608,1
"I Can't Help Myself",7,NA,0.0098,0.739,0.781,0.0354,11,0.306,-8.87,0,0.0384,123.114,4,0.932,1
"I Can't Help Myself (Sugar Pie, Honey Bunch)",64,163680,0.204,0.686,0.714,0,0,0.0592,-4.809,1,0.0287,126.736,4,0.964,1
"I Can't Help Myself (Sugar Pie, Honey Bunch)",64,163680,0.204,0.686,0.714,0,0,0.0592,-4.809,1,0.0287,126.736,4,0.964,1
"I Can't Help Myself (Sugar Pie, Honey Bunch)",57,166466,0.197,NA,NA,0,NA,0.0929,-7.733,1,0.0291,126.812,4,0.965,1
"I Can't Help Myself (Sugar Pie, Honey Bunch)",57,166466,0.197,NA,0.633,0,0,0.0929,-7.733,1,0.0291,126.812,4,0.965,1
"I Can't Help Myself (Sugar Pie, Honey Bunch)",32,160280,0.245,0.667,0.599,0,0,0.107,-8.894,1,0.0291,127.935,4,0.971,1
"I Can't Make You Love Me",60,291046,0.958,NA,0.0927,0.000436,0,0.106,-8.419,1,0.0323,110.13,4,0.23,1
"I Can't Stand It",26,177656,0.01,0.559,0.821,0,9,0.0662,-5.512,1,0.0779,150.028,4,0.912,1
"I Can't Stand Up For Falling Down",11,126084,0.000527,0.599,0.722,0.724,5,0.0947,-7.7,1,0.0274,141.777,4,0.977,1
"I Can't Stop Loving You",34,154440,0.946,0.595,0.289,8.98e-05,11,0.246,-11.768,1,0.0292,83.428,4,0.505,1
"I Could Have Told You",45,216520,0.903,0.34,0.226,NA,8,0.124,-12.007,1,0.0301,139.28,3,0.223,1
"I Could've Been Your Lover Too",57,189626,0.925,0.784,0.213,3.48e-05,11,0.393,-10.78,0,0.0422,135.854,4,0.339,1
"I Did It For My Dawgz",34,265146,0.103,0.428,0.867,0,7,0.302,-3.281,1,0.315,101.319,5,NA,1
"I Do",61,198854,0.158,0.623,0.645,0,0,0.111,-5.407,1,NA,137.071,NA,0.316,1
"I Do",61,198854,0.158,0.623,0.645,0,0,0.111,-5.407,1,0.0334,137.071,4,0.316,1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",78,245653,0.0578,0.737,0.452,1.48e-05,0,0.187,-8.366,1,0.0534,NA,4,0.096,1
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",44,245200,0.0631,0.735,0.451,1.3e-05,0,0.325,-8.374,1,0.0585,117.973,4,0.0862,1
"I Don’t Want To Be Here Anymore",62,239960,0.000759,0.236,0.971,3.87e-05,6,0.172,-3.98,0,0.0987,159.001,4,0.403,1
"I Don’t Want To Be Here Anymore",62,239960,0.000759,0.236,0.971,3.87e-05,6,0.172,-3.98,0,0.0987,159.001,4,0.403,1
"I Don't Believe In Love - Remastered 2003",53,263560,0.0373,0.562,0.991,NA,7,NA,-2.654,1,0.0745,118.004,4,0.266,1
"I Don't Even Smoke Weed",35,206320,0.253,0.776,NA,3.12e-05,11,0.187,-6.795,0,0.0702,125.003,4,0.618,1
"I Don't Hurt Anymore",10,NA,0.841,0.527,0.466,0,9,0.177,-7.129,0,0.0293,78.333,4,0.538,1
"I Don't Hurt Anymore - Remastered",31,175266,0.812,0.548,0.349,0,11,0.13,-10.805,1,0.0295,94.379,4,0.702,1
"I Don't Know",37,191173,0.831,0.708,0.298,NA,8,0.117,-10.329,1,0.194,109.067,4,0.777,1
"I Don't Know About You",35,207933,0.601,0.594,0.808,0,1,0.119,-5.749,1,0.0615,144.028,4,0.73,1
"I Don't Know You",65,209449,0.293,0.884,0.333,0.0205,9,0.103,-9.753,0,0.0617,118.065,4,0.587,1
"I Don't Wanna Be An Asshole Anymore",55,184840,0.000928,0.411,0.811,0,3,0.218,-4.875,1,0.0434,NA,4,0.847,1
"I Don't Wanna Be Funny Anymore",53,163292,0.126,0.595,0.772,0.926,8,0.221,-8.033,1,0.0367,134.9,4,0.345,1
"I Don't Wanna Love You Anymore",78,201177,0.338,0.704,NA,0,0,0.0915,-8.29,1,0.0404,104.984,4,0.5,1
"I Don't Wanna Play House",44,154626,0.806,0.546,0.258,1.06e-05,7,0.165,-12.894,1,0.0317,100.683,NA,0.464,1
"I Don't Wanna Waste My Time",72,164430,0.765,0.287,0.234,0.0636,4,0.123,-17.86,1,0.0672,74.454,4,0.121,1
"I Don't Want to Be",63,217760,0.00791,0.423,0.862,0,0,0.133,-5.13,0,0.0695,154.746,4,0.462,1
"I Don't Want to Be - Stripped Version",71,244333,0.142,0.545,0.582,0,8,0.144,-7.377,1,0.0368,147.082,4,0.536,1
"I Don't Want To Be A Memory",25,209946,0.269,0.848,0.547,7.41e-05,5,0.0432,-12.018,1,0.0305,117.389,4,0.892,1
"I Don't Want to Miss a Thing",78,298760,0.165,0.383,NA,0,NA,0.248,-5.162,1,0.0333,121.154,4,0.138,1
"I Don't Want to Miss a Thing",78,298760,0.165,0.383,0.662,0,2,0.248,-5.162,1,0.0333,121.154,4,0.138,1
"I Don't Want to Miss a Thing",78,298760,0.165,0.383,0.662,0,2,0.248,-5.162,1,NA,NA,4,0.138,1
"I Don't Want to Wait (Artist's 20th Anniversary Edition)",43,295000,0.269,0.37,NA,0,6,0.0902,-7.051,1,0.0546,176.531,NA,0.261,1
"I Don't Want You Back",49,225066,0.0991,0.817,0.639,0.000176,0,0.0401,-6.13,0,0.0548,68.511,4,0.522,1
"I Fall Apart",89,223346,NA,0.556,0.538,0,8,0.196,-5.408,0,0.0382,143.95,4,0.291,1
"I Feel a Change",55,266120,0.389,0.485,0.531,6.31e-05,5,0.0925,-5.213,0,0.0364,80.489,3,0.319,1
"I Feel Better",3,280286,0.0134,0.598,NA,0,0,0.106,-5.291,0,0.0438,NA,4,0.338,1
"I Feel It",51,180406,0.887,0.413,0.109,0.911,1,0.0818,-15.251,1,0.051,89.904,4,0.301,1
"I Feel Love (Every Million Miles)",8,195999,0.0091,0.404,0.919,0,4,0.0932,-6.76,1,0.139,93.92,4,0.207,1
"I Feel Love (Every Million Miles)",8,195999,0.0091,0.404,0.919,0,4,0.0932,-6.76,1,0.139,93.92,4,0.207,1
"I Feel the Earth Move",65,178560,0.648,0.711,0.576,0.00226,7,0.0528,-8.784,0,0.0305,120.116,4,0.645,1
"I Feel the Earth Move",18,178560,0.648,NA,0.576,NA,7,0.0528,-8.784,0,0.0305,120.116,4,0.645,1
"I Feel Your Love - Director's Cut",9,173693,0.00883,0.321,0.911,3.65e-06,0,0.289,-5.29,1,0.0605,206.227,4,0.644,1
"I Forget Where We Were",67,281213,NA,0.305,0.462,0.122,0,0.0916,-9.57,1,NA,113.47,4,0.181,1
"I Forgive You",44,177109,0.35,0.798,0.428,0.000374,0,0.108,-8.727,0,0.0384,109.981,4,0.669,1
"I Forgot - MOTi Remix",52,NA,0.0389,0.448,0.891,1.32e-05,6,0.539,-3.602,1,0.13,121.87,4,0.317,1
"I Forgot More Than You'll Ever Know - Remastered",36,181506,0.887,0.661,0.288,0,1,0.132,-6.635,1,0.0255,96.513,3,0.417,1
"I Forgot You",42,184642,0.00235,NA,0.88,0.016,1,0.479,-5.408,1,NA,99.997,4,0.565,1
"I Found",58,274226,0.877,0.28,0.317,0.00714,7,0.108,NA,0,0.0468,NA,3,0.237,1
"I Get Around",27,259000,0.152,NA,0.42,1.76e-05,10,0.251,-13.927,0,0.117,96.194,NA,0.633,1
"I Get Around (Mono) - Mono",66,134386,0.36,0.39,0.625,0,9,0.0663,-7.813,0,0.0537,144.338,4,0.514,1
"I Get The Bag (feat. Migos)",81,233087,0.0232,NA,0.633,0.000343,11,0.0993,-5.475,1,0.168,139.948,4,0.425,1
"I Got 5 On It",74,253533,0.209,0.6,0.706,0,10,0.125,NA,0,0.361,173.926,4,NA,1
"I Got It Made",44,221986,0.112,0.816,0.471,0,NA,0.117,-13.244,0,0.291,95.248,4,NA,1
"I Got the Six - 2008 Remastered Version",43,174240,0.00401,0.62,0.893,0.0408,5,0.123,-4.076,1,0.0414,150.102,4,0.938,1
"I Got You (I Feel Good)",71,165800,0.446,0.608,0.471,3.63e-06,0,0.369,-8.664,1,0.0945,70.702,3,0.682,1
"I Gotta Feeling",70,289133,0.0823,0.741,0.748,0,0,0.34,-6.299,1,NA,127.965,4,0.6,1
"I Had Too Much To Dream (Last Night)",49,178266,0.354,0.341,0.714,0,2,0.31,-7.998,0,0.0404,147.604,4,0.412,1
"i hate u, i love u (feat. olivia o'brien)",83,251033,0.687,0.492,0.275,0,6,0.101,-13.4,0,0.3,92.6,4,0.18,1
"I Hate You",42,213706,0.441,0.65,NA,0.000706,9,0.137,-8.126,0,0.0541,110.646,4,0.464,1
"I Have a Dream - The Complete Speech of Martin Luther King Jr.",24,1047933,0.985,0.586,0.117,2.84e-05,11,0.39,NA,1,0.831,133.891,4,0.274,1
"I Have Known Rivers",17,69026,0.763,0.651,0.0809,0,0,0.157,-21.8,0,0.808,NA,5,0.42,1
"I Have Love for Everyone Besides Myself.",58,161238,0.97,0.352,0.238,NA,0,0.0664,-18.408,1,0.1,72.649,NA,0.0376,1
"I Have Something",44,208421,0.102,0.762,0.415,0,3,0.0891,-15.271,0,0.29,152.139,4,0.706,1
"I Heard It Through The Grapevine",11,NA,0.000601,0.724,0.631,0.574,11,0.0821,-9.515,0,0.216,129.868,4,0.876,1
"I Heard It Through The Grapevine - Single Version (Mono)",61,193493,0.255,0.735,0.52,0,11,0.106,-6.18,1,0.0371,118.441,NA,0.688,1
"I Heard It Through The Grapevine - Single Version (Mono)",61,193493,0.255,0.735,0.52,0,11,0.106,-6.18,1,0.0371,118.441,4,0.688,1
"I Hope You're Happy",59,232403,0.0222,0.54,0.939,9.66e-05,0,0.105,-1.712,1,0.0878,176.085,4,0.672,1
"I Just Called To Say I Love You",71,262240,0.243,0.748,0.551,1.57e-06,1,0.0943,-9.054,1,0.0239,113.535,4,0.65,1
"I Just Can't",67,156000,0.162,0.652,0.595,0,6,0.148,-6.944,0,0.0419,77.538,4,0.303,1
"I Just Can't - Fabian Mazur Remix",52,207000,0.0542,0.616,0.789,0.000147,6,0.0546,-5.029,0,0.0743,80.004,4,0.384,1
"I Just Dropped In To See What Condition My Condition Is In",57,181169,0.227,0.641,0.763,0.000394,10,0.0831,-6.461,0,0.0474,133.256,4,0.86,1
"I Just Want To Make Love To You",15,188093,0.877,NA,NA,2.65e-06,3,0.0967,-11.923,1,0.0686,NA,4,0.657,1
"I Just Want To Make Love To You",15,188093,0.877,0.584,0.525,2.65e-06,3,0.0967,-11.923,1,0.0686,102.174,4,0.657,1
"I Keep Ticking On",11,156360,0.245,0.602,0.771,0,3,NA,-4.494,1,0.04,125.024,4,0.41,1
"I Kissed A Girl",74,179640,0.00223,0.699,0.76,0,5,0.132,-3.173,1,0.0677,129.996,4,0.696,1
"I Kissed A Girl",63,179640,0.00223,0.699,0.76,0,5,0.132,-3.173,1,0.0677,129.996,4,0.696,1
"I Kissed A Girl",63,179640,1.00223,0.699,0.76,0,5,0.132,-3.173,1,0.0677,129.996,4,0.696,1
"I Kissed A Girl",60,192639,0.355,0.728,0.481,6.78e-06,0,0.254,-9.577,1,0.0335,125.998,4,0.802,1
"I Kissed A Girl",54,179640,0.00223,0.699,0.76,0,5,0.132,-3.173,1,0.0677,129.996,4,0.696,1
"I Knew You Were Trouble",43,215626,0.74,0.665,0.664,0,2,0.25,-5.505,1,0.0724,76.968,4,0.599,1
"I Know",55,254500,0.0028,0.738,0.858,0.879,1,0.122,-9.353,1,0.0464,120.019,4,0.15,1
"I Know",52,218778,0.115,NA,0.908,0,0,0.0877,-6.548,1,0.0512,120.155,4,0.391,1
"I Know A Place",44,272813,0.137,0.685,0.9,0,5,0.2,-4.626,0,0.151,111.991,4,0.779,1
"I Know There's Gonna Be (Good Times)",62,NA,0.12,0.458,0.597,0,11,0.477,-9.919,0,0.22,NA,4,0.484,1
"I Know What I Am",53,198000,0.172,0.641,0.897,2.89e-06,9,0.103,-4.369,1,0.0779,100.069,4,0.6,1
"I Know What I Am",49,NA,0.175,0.64,0.904,1.21e-05,NA,0.105,-4.28,1,0.0874,99.41,4,0.559,1
"I Know You Know",58,225200,0.737,0.578,0.438,0.00877,2,0.097,-11.483,0,0.0696,89.083,4,0.79,1
"I Know You Want Me (Calle Ocho)",65,237120,0.0142,0.824,0.743,2.12e-05,2,0.237,-5.995,1,0.141,127.046,4,0.804,1
"I Know You Want Me (Calle Ocho)",65,237120,0.0142,0.824,0.743,2.12e-05,2,NA,-5.995,1,0.141,127.046,4,0.804,1
"I Know You Want Me (Calle Ocho)",7,238680,0.0151,0.815,0.757,5.26e-05,2,0.187,-5.351,1,0.165,127.052,4,0.811,1
"I Know You Want Me (Calle Ocho)",7,238680,0.0151,0.815,0.757,5.26e-05,NA,0.187,-5.351,1,0.165,127.052,4,0.811,1
"I Like It",95,253390,0.099,0.816,0.726,0,5,0.372,NA,0,0.129,136.048,4,0.65,1
"I Like It",95,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65,1
"I Like It",95,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65,1
"I Like It",95,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65,1
"I Like It",95,NA,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65,1
"I Like It",95,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65,1
"I Like It",95,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,NA,136.048,4,0.65,1
"I Like It",95,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65,1
"I Like It",95,253390,0.099,0.816,0.726,0,NA,0.372,-3.998,0,0.129,136.048,4,0.65,1
"I Like It",95,253390,0.099,0.816,0.726,0,5,0.372,-3.998,0,0.129,136.048,4,0.65,1
"I Like It - Dillon Francis Remix",71,219200,0.00256,0.731,0.854,1.49e-05,5,NA,-4.635,0,0.149,150.163,4,0.651,1
"I Like It, I Love It",64,205706,NA,0.643,0.961,0,0,0.948,-5.298,1,0.0315,124.027,4,0.96,1
"I Like Me Better",88,197436,0.535,0.752,0.505,2.55e-06,NA,NA,-7.621,1,0.253,91.97,4,0.419,1
"I Like Me Better",88,197436,0.535,0.752,0.505,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,0.419,1
"I Like Me Better",65,189673,0.896,0.449,0.209,0,10,0.156,-14.494,1,0.0896,93.618,4,0.431,1
"I Like That",69,200338,0.0323,0.482,0.453,0.00243,0,0.149,-8.864,1,0.059,134.799,4,0.17,1
"I Like That",60,NA,0.0323,0.482,0.453,0.00243,0,0.149,-8.864,1,0.059,134.799,4,0.17,1
"I Like Tuh",61,189000,NA,0.611,0.543,0,1,0.281,-5.288,0,0.0672,174.862,4,0.561,1
"I Love",63,210197,0.274,NA,0.565,6.51e-05,11,0.37,-7.401,0,0.16,150.014,4,0.561,1
"I Love",63,210197,NA,0.671,0.565,6.51e-05,11,0.37,-7.401,0,0.16,NA,4,0.561,1
"I Love",63,210197,0.274,0.671,0.565,6.51e-05,11,0.37,-7.401,0,0.16,150.014,4,0.561,1
"I Love",63,210197,0.274,0.671,0.565,6.51e-05,11,0.37,-7.401,0,0.16,150.014,4,0.561,1
"I Love",37,125666,0.883,0.544,0.312,0.236,4,NA,-12.146,1,0.0266,NA,4,0.505,1
"I Love It",66,163000,0.0021,0.604,0.748,0,8,0.083,-5.343,1,0.0849,120.178,4,0.52,1
"I Love It (& Lil Pump)",99,127946,0.0114,0.901,NA,0,2,0.259,-8.304,1,0.33,104.053,4,0.329,1
"I Love It (& Lil Pump)",99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329,1
"I Love It (& Lil Pump)",99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329,1
"I Love It (& Lil Pump)",99,127946,0.0114,0.901,0.522,NA,2,0.259,NA,1,0.33,104.053,4,0.329,1
"I Love It (& Lil Pump)",99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,NA,NA,0.329,1
"I Love It (& Lil Pump)",99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329,1
"I Love It (& Lil Pump)",99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329,1
"I Love It (& Lil Pump)",99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329,1
"I Love It (& Lil Pump)",99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329,1
"I Love It (& Lil Pump)",99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,1,0.33,104.053,4,0.329,1
"I Love It (feat. Charli XCX) - Original Version",68,155337,0.00855,0.714,0.905,2.55e-05,8,0.146,-2.663,1,0.0289,125.927,4,0.838,1
"I Love Rock 'N Roll",66,175173,0.326,0.535,0.716,0,4,0.659,-5.025,1,0.0431,94.379,NA,0.901,1
"I Love the Rain the Most",58,278693,0.797,0.483,0.256,0.00129,8,0.0675,-13.891,1,0.0335,139.904,NA,0.582,1
"I Love The Sound Of Breaking Glass",37,194920,0.129,0.712,0.62,0.921,7,0.0989,-10.641,1,NA,107.521,4,0.918,1
"I Love You Because",26,127746,0.889,0.482,0.257,1.1e-06,5,0.13,-11.482,1,0.0281,97.12,4,0.586,1
"I Love You So",71,160253,0.65,0.578,0.669,NA,10,0.13,-4.898,1,0.0377,75.995,4,0.503,1
"I Love You So Much It Hurts",21,161933,0.906,0.433,0.252,3.95e-06,9,0.13,-14.077,1,0.027,90.78,3,NA,1
"I Loved 'Em Every One",49,220426,0.216,0.66,0.688,0.0016,4,0.0685,-12.563,0,0.0304,87.126,4,0.718,1
"I Loved You but I Will Never Know",48,102243,0.819,0.787,0.185,0.958,5,0.0997,-15.91,1,0.0408,109.992,4,0.0838,1
"I Mean It REMIX",54,238481,0.109,0.708,0.575,NA,10,0.134,-5.912,1,0.119,139.983,4,0.127,1
"I Melt With You",58,235933,0.00223,0.53,0.647,NA,0,0.454,-11.221,1,0.0327,154.818,4,0.726,1
